date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:21:19	225/225	---M-Z	200	added ('OK')	text/css	etag:%22e1-5be58c25fa1c0-gzip%22	https://myeasytronbot.com/frontend-app/assets/css/video.css	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/css/video.css	(from https://myeasytronbot.com/?l=es)
12:21:19	6637/6637	---M--	200	added ('OK')	image/svg+xml	etag:%2219ed-5c9af85cfc840%22	https://myeasytronbot.com/frontend-app/assets/images/logo2.svg	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/images/logo2.svg	(from https://myeasytronbot.com/?l=es)
12:21:19	2295/2295	---M--	200	added ('OK')	image/svg+xml	etag:%228f7-5c76062260540%22	https://myeasytronbot.com/img/svg/flags/usa.svg	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/img/svg/flags/usa.svg	(from https://myeasytronbot.com/?l=es)
12:21:19	1231/1231	---M--	200	added ('OK')	image/svg+xml	etag:%224cf-5c7605e27ae80%22	https://myeasytronbot.com/img/svg/flags/brazil.svg	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/img/svg/flags/brazil.svg	(from https://myeasytronbot.com/?l=es)
12:21:20	237423/237423	---M--	200	added ('OK')	image/svg+xml	etag:%2239f6f-5c995e5302100%22	https://myeasytronbot.com/frontend-app/assets/images/logo.svg	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/images/logo.svg	(from https://myeasytronbot.com/?l=es)
12:21:20	5821/5821	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202022%2010:21:20%20GMT	https://myeasytronbot.com/app/login?l=es	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/app/loginb8c2.html	(from https://myeasytronbot.com/?l=es)
12:21:20	34237/34237	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202022%2010:21:20%20GMT	https://myeasytronbot.com/	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/index.html	(from https://myeasytronbot.com/?l=es)
12:21:20	34237/34237	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202022%2010:21:21%20GMT	https://myeasytronbot.com/?l=en	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/indexd8cc.html	(from https://myeasytronbot.com/?l=es)
12:21:20	34291/34291	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202022%2010:21:21%20GMT	https://myeasytronbot.com/?l=pt	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/index7be1.html	(from https://myeasytronbot.com/?l=es)
12:21:20	4264/4264	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202022%2010:21:21%20GMT	https://myeasytronbot.com/app/register?l=es	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/app/registerb8c2.html	(from https://myeasytronbot.com/?l=es)
12:21:21	77610/77610	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2022:18:13%20GMT	https://cryptologos.cc/logos/litecoin-ltc-logo.png	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/cryptologos.cc/logos/litecoin-ltc-logo.png	(from https://myeasytronbot.com/?l=es)
12:21:22	88059/88059	---M-Z	200	added ('OK')	application/javascript	etag:%22157fb-5a50fc0c85440-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/jquery.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/jquery.min.js	(from https://myeasytronbot.com/?l=es)
12:21:22	3601/3601	---M-Z	200	added ('OK')	application/javascript	etag:%22e11-5a50fc1426640-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/jquery.easing.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/jquery.easing.min.js	(from https://myeasytronbot.com/?l=es)
12:21:22	1438/1438	---M-Z	200	added ('OK')	application/javascript	etag:%2259e-55577056c3500-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/jquery.inview.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/jquery.inview.min.js	(from https://myeasytronbot.com/?l=es)
12:21:22	607203/607203	---M--	200	added ('OK')	image/svg+xml	etag:%22943e3-5c9b00773a600%22	https://myeasytronbot.com/frontend-app/assets/images/cell.svg	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/images/cell.svg	(from https://myeasytronbot.com/?l=es)
12:21:22	18857/18857	---M-Z	200	added ('OK')	application/javascript	etag:%2249a9-5a587a51f1940-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/popper.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/popper.min.js	(from https://myeasytronbot.com/?l=es)
12:21:23	59729/59729	---M-Z	200	added ('OK')	application/javascript	etag:%22e951-5a4fe159fdcc0-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/bootstrap.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/bootstrap.min.js	(from https://myeasytronbot.com/?l=es)
12:21:23	21626/21626	---M-Z	200	added ('OK')	application/javascript	etag:%22547a-5a4fe159fdcc0-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/ponyfill.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/ponyfill.min.js	(from https://myeasytronbot.com/?l=es)
12:21:23	138754/138754	---M-Z	200	added ('OK')	application/javascript	etag:%2221e02-5a4fe15af1f00-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/slider.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/slider.min.js	(from https://myeasytronbot.com/?l=es)
12:21:23	14522/14522	---M-Z	200	added ('OK')	application/javascript	etag:%2238ba-5a4fe159fdcc0-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/animation.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/animation.min.js	(from https://myeasytronbot.com/?l=es)
12:21:23	4173/4173	---M-Z	200	added ('OK')	application/javascript	etag:%22104d-5a74c6ddb6080-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/progress-radial.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/progress-radial.min.js	(from https://myeasytronbot.com/?l=es)
12:21:24	5027/5027	---M-Z	200	added ('OK')	application/javascript	etag:%2213a3-5a885f8de7ac0-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/bricklayer.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/bricklayer.min.js	(from https://myeasytronbot.com/?l=es)
12:21:24	49675/49675	---M-Z	200	added ('OK')	application/javascript	etag:%22c20b-5ae7fa2440680-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/gallery.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/gallery.min.js	(from https://myeasytronbot.com/?l=es)
12:21:24	20405/20405	---M-Z	200	added ('OK')	application/javascript	etag:%224fb5-5a7b28c92c700-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/shuffle.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/shuffle.min.js	(from https://myeasytronbot.com/?l=es)
12:21:24	22801/22801	---M-Z	200	added ('OK')	application/javascript	etag:%225911-5a66abdf138c0-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/vendor/particles.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/vendor/particles.min.js	(from https://myeasytronbot.com/?l=es)
12:21:25	36768/36768	---M-Z	200	added ('OK')	application/javascript	etag:%228fa0-5b01598a05740-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/main.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/main.js	(from https://myeasytronbot.com/?l=es)
12:21:25	676/676	---M-Z	200	added ('OK')	application/javascript	etag:%222a4-5be577b342380-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/accordion.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/accordion.js	(from https://myeasytronbot.com/?l=es)
12:21:25	97878/97878	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cd9c699427eccb67952f847945ef0c55%22	https://cdn.plyr.io/3.4.6/plyr.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/cdn.plyr.io/3.4.6/plyr.js	(from https://myeasytronbot.com/?l=es)
12:21:25	739/739	---M-Z	200	added ('OK')	application/javascript	etag:%222e3-5be58ba62f440-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/video.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/video.js	(from https://myeasytronbot.com/?l=es)
12:21:26	23364/23364	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f41-5b44%22	https://cdnjs.cloudflare.com/ajax/libs/particles.js/2.0.0/particles.min.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/cdnjs.cloudflare.com/ajax/libs/particles.js/2.0.0/particles.min.js	(from https://myeasytronbot.com/?l=es)
12:21:26	18318/18318	---M-Z	200	added ('OK')	application/javascript	etag:W/%22588226bd-478e%22	https://matthew.wagerfield.com/parallax/deploy/jquery.parallax.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/matthew.wagerfield.com/parallax/deploy/jquery.parallax.js	(from https://myeasytronbot.com/?l=es)
12:21:26	2635809/2635809	---M--	200	added ('OK')	image/png	etag:%22283821-5c997ac07f2c0%22	https://myeasytronbot.com/frontend-app/assets/images/bot.png	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/images/bot.png	(from https://myeasytronbot.com/?l=es)
12:21:27	2088/2088	---M-Z	200	added ('OK')	application/javascript	etag:%22828-5c995e253b500-gzip%22	https://myeasytronbot.com/frontend-app/assets/js/anima.js	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/js/anima.js	(from https://myeasytronbot.com/?l=es)
12:21:27	6609/6609	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jun%202022%2010:21:27%20GMT	https://myeasytronbot.com/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css	(from https://myeasytronbot.com/frontend-app/assets/css/main.css)
12:21:28	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d3fa-5a4fe15909a80%22	https://myeasytronbot.com/frontend-app/assets/fonts/icons/Icons-Lineb26c.eot?v=2.4.0	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/fonts/icons/Icons-Lineb26cb26c.eot	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/icons.min.css)
12:21:28	30064/30064	---M-Z	200	added ('OK')	text/html	etag:%227570-5b3928778eec0-gzip%22	https://myeasytronbot.com/frontend-app/assets/fonts/icons/Icons-Lineb26c.html?v=2.4.0	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/fonts/icons/Icons-Lineb26cb26c.html	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/icons.min.css)
12:21:29	54056/54056	---M--	200	added ('OK')	font/ttf	etag:%22d328-5a4fe15909a80%22	https://myeasytronbot.com/frontend-app/assets/fonts/icons/Icons-Lineb26c.ttf?v=2.4.0	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/fonts/icons/Icons-Lineb26cb26c.ttf	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/icons.min.css)
12:21:29	81332/81332	---M--	200	added ('OK')	font/woff	etag:%2213db4-5a4fe15909a80%22	https://myeasytronbot.com/frontend-app/assets/fonts/icons/Icons-Lineb26c.woff?v=2.4.0	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/fonts/icons/Icons-Lineb26cb26c.woff	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/icons.min.css)
12:21:29	283/283	---M-Z	200	added ('OK')	text/html	etag:%2211b-5b3928778eec0-gzip%22	https://myeasytronbot.com/frontend-app/assets/fonts/icons/Icons-Lineb26c-2.html?v=2.4.0	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/fonts/icons/Icons-Lineb26c-2b26c.html	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/icons.min.css)
12:21:29	4024/4024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22fb8-5a4fe15909a80%22	https://myeasytronbot.com/frontend-app/assets/fonts/gallery/Galleryd641.eot?n1z373	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/fonts/gallery/Galleryd641d641.eot	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/gallery.min.css)
12:21:29	4024/4024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22fb8-5a4fe15909a80%22	https://myeasytronbot.com/frontend-app/assets/fonts/gallery/Galleryd41d.eot?	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/fonts/gallery/Galleryd41dd41d.eot	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/gallery.min.css)
12:21:30	3956/3956	---M--	200	added ('OK')	font/woff	etag:%22f74-5a4fe15909a80%22	https://myeasytronbot.com/frontend-app/assets/fonts/gallery/Galleryd641.woff?n1z373	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/fonts/gallery/Galleryd641d641.woff	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/gallery.min.css)
12:21:30	3880/3880	---M--	200	added ('OK')	font/ttf	etag:%22f28-5a4fe15909a80%22	https://myeasytronbot.com/frontend-app/assets/fonts/gallery/Galleryd641.ttf?n1z373	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/fonts/gallery/Galleryd641d641.ttf	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/gallery.min.css)
12:21:30	8431/8431	---M--	200	added ('OK')	image/svg+xml	etag:%2220ef-5ae7fa4695780%22	https://myeasytronbot.com/frontend-app/assets/fonts/gallery/Galleryd641.svg?n1z373	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/fonts/gallery/Galleryd641d641.svg	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/gallery.min.css)
12:21:30	6609/6609	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jun%202022%2010:21:31%20GMT	https://myeasytronbot.com/frontend-app/assets/images/favicon.ico	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/images/favicon.ico	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/gallery.min.css)
12:21:30	4178/4178	---M--	200	added ('OK')	image/gif	etag:%221052-578a693cad0c0%22	https://myeasytronbot.com/frontend-app/assets/images/loading.gif	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/frontend-app/assets/images/loading.gif	(from https://myeasytronbot.com/frontend-app/assets/css/vendor/gallery.min.css)
12:21:31	1016/1016	---M--	200	added ('OK')	image/svg+xml	etag:%223f8-5c7603bf12300%22	https://myeasytronbot.com/img/svg/flags/spain.svg	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/img/svg/flags/spain.svg	(from https://myeasytronbot.com/)
12:21:31	5804/5804	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202022%2010:21:32%20GMT	https://myeasytronbot.com/app/login?l=en	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/app/logind8cc.html	(from https://myeasytronbot.com/)
12:21:32	4268/4268	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202022%2010:21:32%20GMT	https://myeasytronbot.com/app/register?l=en	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/app/registerd8cc.html	(from https://myeasytronbot.com/)
12:21:32	5814/5814	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202022%2010:21:33%20GMT	https://myeasytronbot.com/app/login?l=pt	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/app/login7be1.html	(from https://myeasytronbot.com/?l=pt)
12:21:32	4263/4263	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202022%2010:21:33%20GMT	https://myeasytronbot.com/app/register?l=pt	C:/Users/nolipc/Desktop/CLONARWEB/Prueba%202/myeasytronbot.com/app/register7be1.html	(from https://myeasytronbot.com/?l=pt)
